user_id,transaction_date,amount
2021,2024-05-02,4.8
1436,2024-01-01,33.39
4421,2024-08-16,89.84
4640,2024-06-02,1.21
881,2024-05-12,52.37
3117,2024-05-16,25.58
3412,2024-02-24,18.56
1252,2024-02-05,62.1
3692,2024-07-02,4.09
4843,2024-01-29,19.96
4470,2024-08-06,82.97
4300,2024-08-04,2.48
403,2024-01-13,36.18
3939,2024-06-05,60.8
2524,2024-07-30,32.53
4862,2024-03-05,97.23
3811,2024-03-05,93.56
51,2024-02-08,27.11
151,2024-05-11,25.64
2472,2024-04-18,75.88
209,2024-03-15,17.02
1824,2024-05-20,98.6
3941,2024-04-23,6.94
4647,2024-05-01,77.52
2921,2024-02-27,9.58
4692,2024-05-23,13.41
3043,2024-04-30,87.0
4347,2024-02-13,18.83
2664,2024-08-20,80.27
3452,2024-03-08,28.65
3372,2024-05-14,84.64
1829,2024-03-31,52.16
795,2024-07-16,46.45
3308,2024-06-05,70.14
83,2024-07-15,59.0
1817,2024-01-13,71.1
4238,2024-05-10,57.28
4778,2024-07-31,7.37
519,2024-08-15,70.22
4206,2024-03-05,70.88
732,2024-02-24,8.69
506,2024-06-24,27.27
1564,2024-01-24,17.68
815,2024-06-28,35.78
1818,2024-01-10,46.75
4361,2024-07-28,36.57
4982,2024-03-02,99.99
3734,2024-04-01,18.97
2619,2024-03-14,45.28
3952,2024-06-11,65.87
1706,2024-06-05,89.62
1245,2024-02-09,65.52
1621,2024-06-01,77.94
3024,2024-04-23,86.33
742,2024-08-13,36.59
1050,2024-02-17,89.11
228,2024-08-14,97.34
1684,2024-05-09,2.43
3136,2024-04-03,3.78
3956,2024-01-19,9.0
1932,2024-06-07,15.93
1230,2024-05-05,44.68
2841,2024-07-20,94.13
3540,2024-03-14,26.39
487,2024-06-19,13.8
3037,2024-05-15,34.77
3825,2024-08-16,16.81
1151,2024-01-23,96.93
3586,2024-03-14,52.91
4474,2024-05-24,81.38
902,2024-04-27,83.53
4815,2024-05-09,4.86
4735,2024-02-27,52.52
1579,2024-02-02,85.89
2429,2024-01-10,14.12
1136,2024-08-25,33.43
2205,2024-04-14,40.84
4423,2024-06-11,36.77
286,2024-01-07,3.15
927,2024-04-27,72.38
3511,2024-06-21,89.75
1995,2024-02-17,2.68
1538,2024-08-04,15.57
927,2024-01-29,42.57
475,2024-04-28,4.13
2898,2024-06-17,12.53
3291,2024-08-20,14.29
2597,2024-06-27,51.75
1806,2024-03-12,77.7
2444,2024-03-05,86.39
1259,2024-03-31,7.52
2746,2024-06-18,80.72
4696,2024-02-07,40.55
3879,2024-07-31,52.67
487,2024-03-28,9.37
1032,2024-02-08,95.37
1011,2024-06-03,47.76
659,2024-05-28,28.48
1871,2024-03-23,75.31
760,2024-03-21,22.67
1346,2024-06-11,18.46
1696,2024-05-13,22.71
1288,2024-07-08,38.21
3006,2024-06-10,20.19
1430,2024-08-04,76.56
1924,2024-08-13,43.07
3593,2024-02-27,15.32
4637,2024-06-10,97.39
1255,2024-03-12,39.42
114,2024-05-09,34.88
1557,2024-04-04,36.01
3542,2024-04-04,55.46
3958,2024-08-18,76.25
4735,2024-03-07,54.89
3933,2024-09-01,43.11
598,2024-01-04,50.13
3443,2024-06-27,68.82
2119,2024-03-19,6.09
2383,2024-08-09,44.71
4518,2024-05-26,28.14
209,2024-02-18,64.83
4599,2024-02-11,47.87
1728,2024-07-06,89.93
270,2024-07-23,29.61
3511,2024-06-07,54.89
1069,2024-04-07,19.89
2967,2024-03-15,18.44
3711,2024-08-21,66.83
758,2024-08-05,4.5
2056,2024-05-28,34.89
3362,2024-04-30,76.34
2497,2024-03-20,5.05
611,2024-06-17,16.31
4176,2024-03-29,62.23
1903,2024-08-12,52.65
4538,2024-01-17,10.38
4843,2024-03-10,82.04
2843,2024-04-15,90.48
2885,2024-04-22,87.67
3367,2024-08-29,41.48
3356,2024-03-17,22.47
3365,2024-08-31,59.11
4032,2024-07-04,26.44
1093,2024-02-05,75.91
992,2024-02-20,34.79
1990,2024-03-24,15.0
4441,2024-01-05,53.92
3582,2024-03-10,17.73
3443,2024-06-19,44.23
2044,2024-05-17,32.38
1245,2024-05-10,36.35
2192,2024-05-08,40.96
2655,2024-05-13,6.62
2068,2024-08-25,91.45
940,2024-03-20,8.9
3947,2024-02-18,22.53
4932,2024-04-24,52.52
2778,2024-03-09,43.93
1709,2024-02-18,53.21
1606,2024-06-23,76.56
3817,2024-01-06,69.95
1520,2024-08-04,90.04
2253,2024-03-26,12.89
1469,2024-08-17,9.49
3788,2024-08-05,65.55
1794,2024-07-17,29.57
3549,2024-02-24,58.15
2852,2024-04-13,3.52
3243,2024-06-12,8.39
3372,2024-02-20,15.81
1387,2024-05-31,67.38
2737,2024-01-28,3.33
681,2024-04-14,95.46
4644,2024-08-07,48.23
2518,2024-08-16,3.19
2500,2024-01-10,10.89
2557,2024-05-19,79.02
929,2024-06-21,75.36
2571,2024-03-05,15.83
811,2024-03-04,70.87
1773,2024-08-24,12.97
3464,2024-08-27,69.46
673,2024-03-21,64.17
3605,2024-07-28,57.25
169,2024-09-02,25.29
511,2024-04-01,66.76
2557,2024-06-21,62.13
4424,2024-08-02,85.9
402,2024-01-20,49.14
995,2024-07-10,8.89
3033,2024-04-17,72.24
960,2024-07-07,87.13
3757,2024-03-20,8.35
3459,2024-02-15,71.53
1162,2024-01-09,12.24
27,2024-08-07,51.2
1873,2024-06-25,27.14
1272,2024-09-03,24.37
1773,2024-06-03,36.5
1954,2024-05-27,86.21
1913,2024-02-12,23.95
2883,2024-03-23,65.29
3172,2024-03-21,59.1
1417,2024-01-14,53.51
2509,2024-08-24,51.13
44,2024-07-25,88.62
1698,2024-01-20,95.48
3476,2024-05-18,17.21
1234,2024-04-14,35.82
2503,2024-05-20,7.59
2159,2024-01-10,57.56
3907,2024-01-29,27.1
3465,2024-03-18,39.75
4818,2024-05-21,99.12
4098,2024-02-04,46.77
139,2024-06-30,23.93
3289,2024-06-11,44.64
1441,2024-02-07,78.26
1972,2024-07-11,18.33
1711,2024-02-05,78.75
1381,2024-09-03,46.56
3787,2024-04-01,46.93
1951,2024-08-27,61.59
4399,2024-05-07,99.12
4323,2024-03-17,24.41
2338,2024-03-14,67.78
724,2024-05-29,55.24
1998,2024-08-19,98.55
3984,2024-03-23,45.84
1,2024-07-23,13.25
1441,2024-07-25,53.89
3275,2024-05-05,68.05
4392,2024-08-27,81.53
486,2024-08-11,48.43
4876,2024-08-06,59.21
3780,2024-04-17,34.54
3972,2024-03-10,13.82
811,2024-02-17,27.37
1932,2024-08-20,94.88
1039,2024-02-26,23.82
4564,2024-02-03,53.65
3823,2024-08-28,37.36
1527,2024-02-19,74.05
3972,2024-05-07,30.95
2964,2024-06-14,39.63
1804,2024-06-12,95.0
2269,2024-02-19,79.57
3473,2024-04-28,73.68
2128,2024-08-10,47.75
111,2024-05-06,66.04
2281,2024-01-13,35.2
4686,2024-02-18,20.08
3540,2024-05-27,56.66
3891,2024-03-04,25.22
1000,2024-06-21,38.01
4588,2024-07-20,16.71
646,2024-04-07,93.0
1492,2024-06-03,75.53
429,2024-06-17,11.96
3081,2024-07-21,12.03
2687,2024-08-17,88.63
1991,2024-04-07,87.88
2996,2024-01-22,94.03
4683,2024-04-12,97.27
2066,2024-08-01,29.21
693,2024-01-09,53.27
1874,2024-05-26,77.15
4947,2024-07-22,35.82
4053,2024-03-30,22.88
4560,2024-01-22,46.5
3627,2024-06-14,21.15
1404,2024-08-26,68.47
782,2024-07-31,92.06
779,2024-08-12,66.6
3829,2024-02-24,99.79
303,2024-02-04,91.82
210,2024-03-31,46.62
884,2024-01-16,63.18
1401,2024-07-08,43.98
3696,2024-07-13,88.84
2523,2024-06-20,94.36
3613,2024-06-26,69.53
4606,2024-07-12,80.57
4983,2024-06-22,88.89
1396,2024-07-10,83.84
2038,2024-02-04,89.93
1116,2024-07-25,66.34
2921,2024-01-18,56.53
1452,2024-06-19,36.51
119,2024-03-04,15.4
68,2024-04-01,46.29
1255,2024-08-25,46.78
4882,2024-08-23,18.6
3595,2024-01-02,99.99
1224,2024-03-26,54.91
4135,2024-04-06,89.14
2108,2024-05-31,58.03
3205,2024-06-20,78.53
3262,2024-01-24,25.45
4176,2024-04-10,69.34
3113,2024-04-02,40.33
1877,2024-06-30,1.61
3619,2024-07-11,14.36
4591,2024-06-23,67.48
2439,2024-08-29,61.83
62,2024-03-19,39.09
941,2024-08-16,32.51
871,2024-01-31,68.42
3487,2024-06-28,28.63
4647,2024-06-21,51.57
192,2024-03-26,7.84
556,2024-04-01,54.18
52,2024-05-24,38.36
1743,2024-01-05,66.56
4989,2024-01-26,66.17
3975,2024-02-28,90.84
4548,2024-01-18,42.49
1943,2024-04-12,12.08
501,2024-06-21,60.21
2210,2024-07-25,95.14
784,2024-09-01,51.05
4429,2024-03-31,82.93
3919,2024-08-19,19.53
1161,2024-01-05,15.87
3323,2024-07-05,45.44
4893,2024-04-06,17.9
1763,2024-04-18,83.73
2313,2024-03-30,69.59
2072,2024-02-01,52.82
2788,2024-02-07,25.61
3657,2024-06-26,94.59
1611,2024-05-21,37.4
3367,2024-07-24,82.31
914,2024-08-26,5.03
3688,2024-06-16,22.37
4336,2024-06-21,49.66
2674,2024-01-09,26.34
4647,2024-06-09,68.81
966,2024-03-27,93.67
4465,2024-08-20,79.78
2891,2024-07-18,68.73
3581,2024-08-23,60.13
3325,2024-06-04,81.15
3042,2024-01-09,67.02
4640,2024-06-06,86.38
1456,2024-05-17,21.72
2959,2024-03-03,37.6
2148,2024-01-27,28.92
3840,2024-01-24,17.55
2758,2024-04-21,46.08
3010,2024-05-12,18.78
2573,2024-05-23,31.52
1414,2024-04-19,74.88
4685,2024-01-25,50.44
4392,2024-02-11,30.11
3343,2024-06-26,9.89
3428,2024-03-10,96.68
2799,2024-03-10,68.38
4540,2024-05-24,77.3
4866,2024-07-16,40.33
4739,2024-04-16,53.7
1728,2024-06-09,13.48
4776,2024-05-24,90.31
1355,2024-01-11,15.07
448,2024-06-20,49.64
1261,2024-03-18,49.67
2380,2024-06-13,76.55
4961,2024-05-15,38.83
2498,2024-05-17,26.91
82,2024-01-04,83.93
315,2024-03-30,88.76
972,2024-05-21,7.24
3469,2024-07-13,12.86
3506,2024-05-26,2.94
3828,2024-07-06,35.31
831,2024-03-14,48.71
418,2024-04-12,89.04
3540,2024-02-26,11.62
1731,2024-03-30,37.65
4965,2024-06-19,30.94
2260,2024-05-10,13.59
3116,2024-02-20,52.54
1276,2024-03-06,65.99
1966,2024-01-17,13.16
2991,2024-09-02,15.98
3092,2024-08-05,38.12
3917,2024-01-04,93.95
603,2024-08-06,96.39
1930,2024-06-03,2.4
294,2024-01-13,46.13
1549,2024-03-03,76.45
1031,2024-02-11,24.85
4557,2024-05-01,82.07
2970,2024-08-05,66.91
213,2024-06-22,55.05
3164,2024-06-01,51.43
2262,2024-09-01,31.13
3929,2024-08-24,58.56
4360,2024-05-22,27.63
2926,2024-06-08,63.02
3915,2024-07-14,64.12
4094,2024-07-15,62.8
1186,2024-07-23,87.56
4814,2024-01-17,30.11
4805,2024-04-07,10.29
1040,2024-05-10,79.21
3796,2024-07-25,20.75
1511,2024-06-28,55.34
1209,2024-06-17,16.12
4513,2024-02-18,13.66
212,2024-03-01,49.52
2625,2024-06-24,39.69
1139,2024-01-02,29.74
2199,2024-07-29,70.0
303,2024-06-09,51.12
3313,2024-02-10,61.18
2319,2024-04-24,19.52
3629,2024-04-18,8.41
4236,2024-06-28,52.95
2051,2024-05-19,89.27
2947,2024-02-08,8.7
4107,2024-04-07,68.76
286,2024-07-07,39.54
4337,2024-05-21,41.31
3321,2024-07-09,1.9
3636,2024-08-16,17.38
79,2024-07-27,96.95
1624,2024-02-07,56.39
2673,2024-04-15,24.55
790,2024-07-29,46.21
2679,2024-02-12,27.7
4891,2024-05-27,76.71
1343,2024-05-25,70.39
1149,2024-04-27,12.34
189,2024-03-08,78.45
2541,2024-04-09,56.26
668,2024-06-14,83.02
350,2024-08-08,74.42
1021,2024-08-17,91.76
4017,2024-06-18,53.44
4142,2024-01-25,40.0
405,2024-06-15,93.05
3284,2024-02-04,99.75
2899,2024-05-11,84.52
1858,2024-07-25,37.2
4403,2024-04-02,32.42
1349,2024-07-04,58.47
1036,2024-01-16,26.42
1719,2024-04-10,41.83
3086,2024-05-19,23.52
810,2024-01-20,84.53
1306,2024-04-14,88.86
1086,2024-04-20,21.18
3934,2024-07-06,57.81
1989,2024-07-28,36.08
1320,2024-03-14,61.9
4150,2024-04-11,69.79
3922,2024-03-23,10.93
3355,2024-03-22,52.58
4010,2024-05-17,44.63
3876,2024-08-15,67.9
3,2024-06-05,15.35
808,2024-06-18,76.3
150,2024-04-11,8.02
2132,2024-01-09,68.67
3661,2024-01-31,90.47
1151,2024-03-16,23.21
3900,2024-05-27,42.69
2506,2024-04-12,15.26
1719,2024-06-04,12.69
217,2024-07-09,8.36
1981,2024-07-28,57.56
4208,2024-07-30,91.33
4282,2024-08-25,52.8
676,2024-08-23,24.68
1975,2024-02-24,99.03
4530,2024-03-08,24.13
865,2024-08-24,58.37
1283,2024-04-22,33.37
4732,2024-01-25,73.23
1870,2024-08-07,43.13
3260,2024-08-08,92.81
18,2024-02-04,35.82
4948,2024-02-02,48.56
1999,2024-06-26,83.15
1167,2024-01-04,70.15
3345,2024-07-28,36.57
2337,2024-01-15,14.5
2323,2024-08-03,59.47
3429,2024-07-22,19.3
2705,2024-03-06,64.25
642,2024-03-05,34.08
1323,2024-04-06,53.67
3730,2024-07-25,26.13
177,2024-06-06,73.0
4944,2024-03-31,97.55
1356,2024-05-23,4.54
4315,2024-04-17,53.43
4395,2024-02-07,32.7
4735,2024-05-01,47.87
2996,2024-06-21,43.49
1627,2024-07-08,40.49
943,2024-07-26,80.07
4784,2024-05-07,34.13
1539,2024-02-12,82.48
392,2024-08-29,82.43
3769,2024-04-16,79.06
2374,2024-04-11,3.5
791,2024-01-18,42.87
85,2024-05-27,41.85
2603,2024-01-01,75.53
1267,2024-02-07,71.86
3795,2024-04-13,68.98
413,2024-06-29,16.26
4930,2024-03-24,53.96
4794,2024-08-01,39.72
782,2024-06-25,63.1
389,2024-02-16,85.01
1436,2024-04-13,33.31
1209,2024-01-06,66.36
2904,2024-01-30,78.57
1674,2024-05-18,21.99
1409,2024-01-20,25.4
4746,2024-01-16,65.54
1891,2024-08-01,31.12
3055,2024-07-17,86.6
1441,2024-04-08,56.4
4613,2024-01-22,51.73
3314,2024-08-16,68.58
3410,2024-05-03,88.68
3198,2024-05-11,76.92
1512,2024-01-18,58.94
2930,2024-04-08,45.86
2064,2024-04-22,91.32
3951,2024-07-25,44.99
1037,2024-08-13,29.66
2380,2024-01-25,82.04
4201,2024-03-02,14.92
1980,2024-07-30,3.02
3702,2024-05-17,77.35
4766,2024-06-02,6.64
686,2024-03-03,95.79
668,2024-03-14,89.7
1462,2024-01-02,53.55
1487,2024-02-24,19.63
378,2024-01-13,77.95
364,2024-04-12,37.8
959,2024-07-20,81.15
4883,2024-01-06,21.66
1159,2024-03-13,76.74
2899,2024-06-22,78.99
4397,2024-04-13,74.54
3327,2024-08-24,7.68
1164,2024-07-21,81.74
1805,2024-01-29,50.78
3392,2024-04-13,84.29
4605,2024-02-20,86.03
2859,2024-05-05,21.43
3970,2024-01-21,27.05
2423,2024-03-09,96.2
2002,2024-04-29,64.12
30,2024-07-07,53.85
2687,2024-02-20,93.2
3747,2024-03-23,38.64
2508,2024-04-23,29.83
4989,2024-04-30,48.32
2009,2024-03-11,42.76
555,2024-03-14,89.0
2512,2024-01-31,31.49
4524,2024-01-28,81.5
3813,2024-06-21,71.7
390,2024-06-07,86.8
1458,2024-02-02,11.29
1672,2024-03-29,34.84
2723,2024-03-28,44.34
953,2024-05-27,89.24
3272,2024-01-31,70.99
1803,2024-03-22,20.36
3599,2024-03-15,11.03
3488,2024-08-06,23.78
3025,2024-07-09,41.05
3978,2024-02-25,34.38
2125,2024-03-28,88.05
2931,2024-04-29,69.71
1213,2024-03-04,10.64
1361,2024-08-10,13.3
60,2024-08-24,23.64
4173,2024-03-02,41.44
2368,2024-04-17,4.01
3304,2024-01-04,72.06
1700,2024-08-29,64.22
2020,2024-07-19,15.27
1986,2024-04-09,96.51
842,2024-01-21,10.03
2248,2024-08-27,70.18
2280,2024-01-08,48.7
1598,2024-02-02,16.59
3860,2024-06-23,15.58
3818,2024-05-05,27.95
3701,2024-07-03,15.26
3566,2024-06-24,52.14
3056,2024-03-09,51.56
2790,2024-04-06,29.68
298,2024-06-01,52.83
4591,2024-06-18,77.15
3611,2024-06-02,28.02
1210,2024-01-10,62.88
2488,2024-01-03,95.43
326,2024-05-19,3.4
699,2024-03-22,64.55
4034,2024-07-25,90.18
4680,2024-06-11,96.25
400,2024-03-30,46.54
4488,2024-03-20,8.79
75,2024-04-18,47.08
3370,2024-09-02,57.66
3350,2024-04-06,52.99
1930,2024-01-24,79.91
3912,2024-06-23,44.13
179,2024-08-09,19.42
3499,2024-01-01,6.6
228,2024-04-02,20.59
1164,2024-05-09,1.86
3470,2024-02-29,15.92
2843,2024-02-10,69.25
3845,2024-07-06,95.66
705,2024-07-18,97.57
3264,2024-01-01,81.72
3442,2024-03-25,80.32
759,2024-01-26,46.17
307,2024-07-11,10.07
2175,2024-08-31,70.5
3834,2024-08-25,2.07
3137,2024-01-11,8.16
4856,2024-02-03,56.12
4689,2024-06-26,56.97
3934,2024-05-25,32.4
3086,2024-02-23,7.82
1342,2024-03-07,1.19
4165,2024-08-08,64.16
3983,2024-03-23,99.02
4296,2024-06-18,26.68
3874,2024-05-09,17.91
2197,2024-01-19,43.76
4767,2024-06-21,61.01
3679,2024-05-05,67.29
1400,2024-02-09,30.74
3665,2024-04-27,91.58
570,2024-02-17,50.04
4667,2024-03-03,48.22
3324,2024-08-03,56.31
4377,2024-02-16,54.13
3013,2024-05-29,94.9
3091,2024-03-06,42.56
2980,2024-02-28,61.12
2327,2024-04-10,24.39
3325,2024-06-18,22.15
1765,2024-04-06,86.69
1913,2024-08-18,41.9
3370,2024-05-14,16.35
4617,2024-04-10,53.52
594,2024-01-29,97.32
724,2024-07-09,98.21
2757,2024-03-19,52.37
2327,2024-03-07,56.54
3314,2024-08-24,10.16
4113,2024-05-09,45.26
3958,2024-02-03,64.23
1393,2024-02-13,38.78
1464,2024-01-02,83.84
1199,2024-08-18,44.0
1417,2024-02-06,60.62
514,2024-01-22,32.58
3311,2024-02-24,41.79
3841,2024-02-09,67.46
1529,2024-06-26,62.03
613,2024-01-18,59.02
947,2024-03-06,99.13
3864,2024-08-02,24.66
3126,2024-06-24,96.35
1004,2024-06-16,20.93
2045,2024-03-26,11.96
4489,2024-02-08,94.85
2254,2024-02-13,14.39
1905,2024-03-24,26.03
4317,2024-04-29,91.44
1349,2024-06-14,70.54
4852,2024-06-26,91.65
3290,2024-01-28,63.44
27,2024-01-11,40.3
3169,2024-03-16,65.47
3976,2024-07-06,21.84
3440,2024-01-30,77.36
2568,2024-07-20,93.04
4207,2024-07-01,67.34
3920,2024-06-28,56.16
1632,2024-03-28,91.15
2808,2024-05-19,96.79
2791,2024-04-02,11.43
871,2024-04-15,69.72
3082,2024-01-13,32.26
4157,2024-07-16,22.51
1137,2024-08-25,63.63
3537,2024-04-08,22.49
38,2024-03-04,13.66
1210,2024-06-16,10.75
3867,2024-01-25,62.67
3535,2024-07-21,33.4
1492,2024-07-08,74.29
3585,2024-07-12,27.56
427,2024-08-15,43.43
2683,2024-08-13,23.56
2821,2024-05-13,35.51
3134,2024-08-15,43.66
3768,2024-01-20,56.48
2785,2024-06-02,74.7
4888,2024-08-13,3.1
2306,2024-04-28,16.85
295,2024-07-21,31.12
2029,2024-04-16,30.06
2698,2024-02-28,65.86
2520,2024-03-02,70.22
3005,2024-01-28,68.37
1180,2024-02-08,22.89
4683,2024-07-09,46.17
4329,2024-02-04,50.15
1562,2024-02-08,46.87
2419,2024-02-26,64.08
2207,2024-02-03,63.37
178,2024-02-29,43.01
4024,2024-03-02,42.62
2520,2024-07-16,85.53
2295,2024-05-04,77.05
409,2024-04-04,87.08
4732,2024-01-05,73.23
353,2024-05-20,30.75
3709,2024-04-07,51.78
2495,2024-03-19,91.58
399,2024-05-22,43.32
2547,2024-01-19,55.61
4018,2024-05-05,71.04
4648,2024-03-17,84.55
4817,2024-01-04,33.02
1327,2024-06-08,74.67
4371,2024-07-05,9.5
2112,2024-04-01,72.79
44,2024-08-27,68.3
4987,2024-05-09,21.74
2661,2024-08-23,19.73
186,2024-08-05,58.12
2294,2024-04-21,19.29
1001,2024-02-04,80.3
2351,2024-08-12,98.93
689,2024-06-08,91.79
4283,2024-07-01,30.81
3145,2024-04-19,89.41
2901,2024-08-26,47.8
4906,2024-07-04,10.58
3598,2024-01-02,73.0
3313,2024-06-24,53.96
426,2024-06-29,3.05
1480,2024-07-12,94.48
1830,2024-03-03,57.69
2610,2024-02-12,31.56
3412,2024-06-04,64.55
407,2024-08-31,55.34
4691,2024-01-26,69.98
4441,2024-05-27,38.51
1279,2024-01-01,99.25
1796,2024-02-28,10.77
3899,2024-08-07,56.72
1298,2024-08-19,99.57
2582,2024-07-27,91.45
840,2024-05-12,13.9
3413,2024-07-19,99.99
3122,2024-07-20,74.55
722,2024-07-14,94.06
3829,2024-06-05,63.5
3442,2024-03-10,48.74
2736,2024-04-01,89.44
3549,2024-02-08,25.7
1788,2024-02-09,47.16
1089,2024-08-04,61.05
75,2024-04-22,40.52
2162,2024-02-09,84.76
2652,2024-08-16,78.19
1735,2024-07-21,5.82
3286,2024-08-14,5.2
2120,2024-07-16,67.68
4473,2024-04-01,37.13
3865,2024-02-13,68.44
3325,2024-05-27,4.2
2338,2024-03-04,82.11
353,2024-07-19,84.43
4695,2024-06-23,29.42
1531,2024-08-15,88.04
3538,2024-03-21,20.23
903,2024-04-04,48.73
3811,2024-04-23,80.5
241,2024-03-07,86.4
1472,2024-02-07,8.44
2503,2024-06-01,15.83
1700,2024-03-11,29.04
3851,2024-02-25,8.04
1037,2024-04-05,43.07
458,2024-07-22,46.32
3635,2024-06-22,29.72
3985,2024-08-13,64.92
424,2024-05-18,39.33
844,2024-01-14,20.85
387,2024-07-05,38.1
3878,2024-02-25,73.74
3185,2024-02-07,39.55
4384,2024-04-20,65.94
3961,2024-04-27,78.21
4430,2024-02-04,77.15
728,2024-05-07,87.87
319,2024-06-20,61.2
2564,2024-04-23,75.55
4815,2024-01-11,64.99
243,2024-02-15,97.37
1065,2024-01-09,17.24
2241,2024-01-15,23.32
1660,2024-06-02,66.33
748,2024-07-04,14.0
3067,2024-08-05,76.53
4037,2024-07-05,50.94
402,2024-03-20,6.58
416,2024-06-08,19.4
4102,2024-03-22,94.15
2283,2024-05-17,90.67
3195,2024-01-03,95.52
3992,2024-06-28,50.47
1905,2024-02-05,37.29
4098,2024-04-02,57.23
4836,2024-07-18,60.93
3167,2024-05-10,48.6
705,2024-03-14,17.08
4017,2024-08-18,20.7
125,2024-06-19,24.74
317,2024-06-25,14.7
3191,2024-01-06,19.15
3280,2024-04-20,98.3
2831,2024-05-18,22.81
3274,2024-03-03,92.94
1781,2024-05-18,50.04
4782,2024-05-18,16.01
2735,2024-02-07,51.59
3837,2024-07-11,60.13
3051,2024-04-02,3.55
4234,2024-02-14,9.05
1677,2024-07-13,13.06
4207,2024-09-01,48.8
3910,2024-04-20,80.69
4620,2024-05-26,24.72
1707,2024-01-17,97.76
523,2024-06-05,95.18
4992,2024-06-21,58.89
3031,2024-08-29,41.66
2433,2024-02-23,89.45
1440,2024-07-19,32.68
1310,2024-07-08,99.55
7,2024-02-06,46.7
4360,2024-08-22,33.67
1906,2024-01-31,14.89
3510,2024-02-15,81.84
2848,2024-08-06,43.16
4628,2024-01-05,33.86
1758,2024-08-27,36.02
3234,2024-05-05,55.32
3938,2024-07-02,85.75
2190,2024-04-05,52.98
2116,2024-03-16,83.96
1354,2024-02-10,29.25
3089,2024-08-16,13.5
3929,2024-01-18,88.24
3554,2024-04-12,79.14
3124,2024-02-17,99.67
4991,2024-06-14,21.59
716,2024-05-24,58.48
4752,2024-05-03,71.44
3769,2024-06-04,92.83
583,2024-04-12,77.38
1724,2024-01-15,79.88
4612,2024-02-27,42.79
3101,2024-03-15,83.14
1915,2024-02-24,58.74
527,2024-06-03,66.98
4206,2024-04-22,59.31
2055,2024-09-01,49.56
3223,2024-04-06,90.36
936,2024-04-22,3.56
26,2024-07-10,34.75
4805,2024-08-08,37.38
1623,2024-05-09,53.71
682,2024-07-20,56.49
2976,2024-05-29,38.11
2098,2024-04-23,17.89
4403,2024-03-29,28.43
4383,2024-04-08,77.9
1670,2024-08-12,32.13
4443,2024-04-20,38.26
4503,2024-06-30,52.85
4571,2024-03-16,73.41
1545,2024-08-29,59.82
3349,2024-05-18,5.5
1313,2024-08-28,30.8
551,2024-03-09,59.47
4302,2024-04-07,92.7
2918,2024-02-23,61.49
3229,2024-08-16,23.49
242,2024-06-04,41.2
1519,2024-04-04,75.77
2319,2024-07-04,79.31
4539,2024-01-11,84.16
4088,2024-01-25,2.89
2218,2024-04-27,27.43
1383,2024-08-29,90.74
1729,2024-02-19,23.49
989,2024-04-06,59.33
3557,2024-03-27,7.85
407,2024-04-02,84.34
4420,2024-02-01,14.65
4193,2024-07-01,4.08
32,2024-04-29,84.36
3350,2024-01-23,34.11
1801,2024-07-12,12.79
4581,2024-05-31,9.25
212,2024-01-27,89.06
2964,2024-05-21,18.51
3998,2024-06-13,62.09
125,2024-03-20,65.52
3560,2024-08-27,33.74
2577,2024-03-19,72.38
1380,2024-02-20,16.15
3081,2024-06-05,53.63
3734,2024-08-19,50.53
4876,2024-06-16,5.65
624,2024-04-08,91.02
2242,2024-07-15,28.86
2272,2024-05-29,9.81
2400,2024-01-18,15.52
1419,2024-08-07,60.37
1508,2024-04-06,44.26
1683,2024-01-09,43.44
4123,2024-08-30,24.72
3927,2024-08-11,28.62
4087,2024-03-13,31.44
832,2024-01-20,77.5
1150,2024-06-02,90.67
2164,2024-01-21,28.9
4637,2024-02-23,69.21
168,2024-07-30,27.14
751,2024-07-27,42.95
3875,2024-08-24,98.8
2774,2024-03-15,49.62
1656,2024-07-13,10.68
2908,2024-06-12,53.37
4597,2024-08-02,65.47
1396,2024-06-17,71.53
4754,2024-07-30,39.38
3529,2024-05-18,91.57
2034,2024-07-10,88.45
4374,2024-02-02,3.76
1000,2024-07-21,80.35
183,2024-08-01,17.34
4185,2024-06-28,21.24
1018,2024-03-14,39.32
3227,2024-02-11,87.18
4151,2024-03-26,7.83
3091,2024-07-18,2.26
762,2024-08-26,29.94
2540,2024-05-26,45.63
3251,2024-04-12,7.98
4238,2024-03-04,19.07
4520,2024-05-09,47.63
885,2024-04-03,33.22
1083,2024-06-30,86.91
1092,2024-03-01,95.06
4790,2024-03-10,44.6
2884,2024-06-20,86.88
4935,2024-06-13,98.93
4008,2024-04-12,2.47
2801,2024-04-29,55.83
2231,2024-01-26,70.28
1467,2024-06-24,20.88
4192,2024-01-16,17.31
210,2024-07-16,71.86
2390,2024-04-19,43.2
1029,2024-02-12,10.5
3932,2024-06-26,41.6
3646,2024-06-29,77.5
3135,2024-04-12,64.32
3173,2024-06-21,35.82
1010,2024-02-03,28.93
3343,2024-03-02,25.68
3001,2024-01-19,95.99
810,2024-06-04,58.8
1346,2024-03-17,48.51
3759,2024-08-29,52.84
968,2024-05-05,29.25
2145,2024-02-01,52.68
2397,2024-07-17,63.99
4119,2024-08-30,47.52
2775,2024-08-24,10.07
2410,2024-07-17,28.1
3196,2024-04-22,96.95
722,2024-04-27,92.02
3811,2024-03-11,89.49
3080,2024-04-19,51.82
2929,2024-07-15,52.19
517,2024-04-30,51.44
